name,symbol,description,parcellation_term_set_label,parcellation_terminology_label,parcellation_term_identifier,parcellation_term_order,parcellation_parent_term_set_label,parcellation_parent_term_identifier
layer V of area 46d,A46d5,layer V of area 46d,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10868,743,ADHBA_Terminology_2016_All,DHBA:10863
layer VI of area 46d,A46d6,layer VI of area 46d,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10869,744,ADHBA_Terminology_2016_All,DHBA:10863
ventral subdivision of area 46,A46v,ventral subdivision of area 46,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10870,745,ADHBA_Terminology_2016_All,DHBA:10184
layer I of area 46v,A46v1,layer I of area 46v,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10871,746,ADHBA_Terminology_2016_All,DHBA:10870
layer II of area 46v,A46v2,layer II of area 46v,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10872,747,ADHBA_Terminology_2016_All,DHBA:10870
layer III of area 46v,A46v3,layer III of area 46v,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10873,748,ADHBA_Terminology_2016_All,DHBA:10870
layer IV of area 46v,A46v4,layer IV of area 46v,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10874,749,ADHBA_Terminology_2016_All,DHBA:10870
layer V of area 46v,A46v5,layer V of area 46v,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10875,750,ADHBA_Terminology_2016_All,DHBA:10870
layer VI of area 46v,A46v6,layer VI of area 46v,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10876,751,ADHBA_Terminology_2016_All,DHBA:10870
ventrolateral prefrontal cortex,VFC,ventrolateral prefrontal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10185,752,ADHBA_Terminology_2016_All,DHBA:10172
caudal portion of VFC (area 44),A44,caudal portion of VFC (area 44),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10186,753,ADHBA_Terminology_2016_All,DHBA:10185
dorsal subdivision of area 44,A44d,dorsal subdivision of area 44,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441105,754,ADHBA_Terminology_2016_All,DHBA:10186
layer I of area 44d,A44d1,layer I of area 44d,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441109,755,ADHBA_Terminology_2016_All,DHBA:266441105
layer II of area 44d,A44d2,layer II of area 44d,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441113,756,ADHBA_Terminology_2016_All,DHBA:266441105
layer III of area 44d,A44d3,layer III of area 44d,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441117,757,ADHBA_Terminology_2016_All,DHBA:266441105
layer IV of area 44d,A44d4,layer IV of area 44d,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441121,758,ADHBA_Terminology_2016_All,DHBA:266441105
layer V of area 44d,A44d5,layer V of area 44d,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441125,759,ADHBA_Terminology_2016_All,DHBA:266441105
layer VI of area 44d,A44d6,layer VI of area 44d,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441129,760,ADHBA_Terminology_2016_All,DHBA:266441105
ventral subdivision of area 44,A44v,ventral subdivision of area 44,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441133,761,ADHBA_Terminology_2016_All,DHBA:10186
layer I of area 44v,A44v1,layer I of area 44v,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441137,762,ADHBA_Terminology_2016_All,DHBA:266441133
layer II of area 44v,A44v2,layer II of area 44v,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441141,763,ADHBA_Terminology_2016_All,DHBA:266441133
layer III of area 44v,A44v3,layer III of area 44v,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441145,764,ADHBA_Terminology_2016_All,DHBA:266441133
layer IV of area 44v,A44v4,layer IV of area 44v,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441149,765,ADHBA_Terminology_2016_All,DHBA:266441133
layer V of area 44v,A44v5,layer V of area 44v,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441153,766,ADHBA_Terminology_2016_All,DHBA:266441133
layer VI of area 44v,A44v6,layer VI of area 44v,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441157,767,ADHBA_Terminology_2016_All,DHBA:266441133
opercular subdivision of area 44,A44op,opercular subdivision of area 44,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441161,768,ADHBA_Terminology_2016_All,DHBA:10186
layer I of area 44op,A44op1,layer I of area 44op,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441165,769,ADHBA_Terminology_2016_All,DHBA:266441161
layer II of area 44op,A44op2,layer II of area 44op,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441169,770,ADHBA_Terminology_2016_All,DHBA:266441161
layer III of area 44op,A44op3,layer III of area 44op,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441173,771,ADHBA_Terminology_2016_All,DHBA:266441161
layer IV of area 44op,A44op4,layer IV of area 44op,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441177,772,ADHBA_Terminology_2016_All,DHBA:266441161
layer V of area 44op,A44op5,layer V of area 44op,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441181,773,ADHBA_Terminology_2016_All,DHBA:266441161
layer VI of area 44op,A44op6,layer VI of area 44op,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441185,774,ADHBA_Terminology_2016_All,DHBA:266441161
rostral portion of VFC (area 45),A45,rostral portion of VFC (area 45),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10187,775,ADHBA_Terminology_2016_All,DHBA:10185
rostral subdivision of A45,A45r,rostral subdivision of A45,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10188,776,ADHBA_Terminology_2016_All,DHBA:10187
layer I of area 45r,A45r1,layer I of area 45r,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10883,777,ADHBA_Terminology_2016_All,DHBA:10188
layer II of area 45r,A45r2,layer II of area 45r,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10884,778,ADHBA_Terminology_2016_All,DHBA:10188
layer III of area 45r,A45r3,layer III of area 45r,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10885,779,ADHBA_Terminology_2016_All,DHBA:10188
layer IV of area 45r,A45r4,layer IV of area 45r,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10886,780,ADHBA_Terminology_2016_All,DHBA:10188
layer V of area 45r,A45r5,layer V of area 45r,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10887,781,ADHBA_Terminology_2016_All,DHBA:10188
layer VI of area 45r,A45r6,layer VI of area 45r,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10888,782,ADHBA_Terminology_2016_All,DHBA:10188
caudal subdivision of A45,A45c,caudal subdivision of A45,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10189,783,ADHBA_Terminology_2016_All,DHBA:10187
layer I of area 45c,A45c1,layer I of area 45c,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10889,784,ADHBA_Terminology_2016_All,DHBA:10189
layer II of area 45c,A45c2,layer II of area 45c,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10890,785,ADHBA_Terminology_2016_All,DHBA:10189
layer III of area 45c,A45c3,layer III of area 45c,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10891,786,ADHBA_Terminology_2016_All,DHBA:10189
layer IV of area 45c,A45c4,layer IV of area 45c,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10892,787,ADHBA_Terminology_2016_All,DHBA:10189
layer V of area 45c,A45c5,layer V of area 45c,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10893,788,ADHBA_Terminology_2016_All,DHBA:10189
layer VI of area 45c,A45c6,layer VI of area 45c,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10894,789,ADHBA_Terminology_2016_All,DHBA:10189
opercular subdivision of A45,A45op,opercular subdivision of A45,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441189,790,ADHBA_Terminology_2016_All,DHBA:10187
layer I of area 45op,A45op1,layer I of area 45op,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441193,791,ADHBA_Terminology_2016_All,DHBA:266441189
layer II of area 45op,A45op2,layer II of area 45op,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441197,792,ADHBA_Terminology_2016_All,DHBA:266441189
layer III of area 45op,A45op3,layer III of area 45op,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441201,793,ADHBA_Terminology_2016_All,DHBA:266441189
layer IV of area 45op,A45op4,layer IV of area 45op,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441205,794,ADHBA_Terminology_2016_All,DHBA:266441189
layer V of area 45op,A45op5,layer V of area 45op,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441209,795,ADHBA_Terminology_2016_All,DHBA:266441189
layer VI of area 45op,A45op6,layer VI of area 45op,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441213,796,ADHBA_Terminology_2016_All,DHBA:266441189
orbital frontal cortex,OFC,orbital frontal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10194,797,ADHBA_Terminology_2016_All,DHBA:10161
medial orbital frontal cortex (area 14),OFCm,medial orbital frontal cortex (area 14),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10195,798,ADHBA_Terminology_2016_All,DHBA:10194
rostral subdivision of area 14,A14r,rostral subdivision of area 14,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10196,799,ADHBA_Terminology_2016_All,DHBA:10195
layer I of area 14r,A14r1,layer I of area 14r,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10738,800,ADHBA_Terminology_2016_All,DHBA:10196
layer II of area 14r,A14r2,layer II of area 14r,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10739,801,ADHBA_Terminology_2016_All,DHBA:10196
layer III of area 14r,A14r3,layer III of area 14r,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10740,802,ADHBA_Terminology_2016_All,DHBA:10196
layer IV of area 14r,A14r4,layer IV of area 14r,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10741,803,ADHBA_Terminology_2016_All,DHBA:10196
layer V of area 14r,A14r5,layer V of area 14r,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10742,804,ADHBA_Terminology_2016_All,DHBA:10196
layer VI of area 14r,A14r6,layer VI of area 14r,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10743,805,ADHBA_Terminology_2016_All,DHBA:10196
caudal subdivision of area 14,A14c,caudal subdivision of area 14,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10197,806,ADHBA_Terminology_2016_All,DHBA:10195
layer I of area 14c,A14c1,layer I of area 14c,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10744,807,ADHBA_Terminology_2016_All,DHBA:10197
layer II of area 14c,A14c2,layer II of area 14c,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10745,808,ADHBA_Terminology_2016_All,DHBA:10197
layer III of area 14c,A14c3,layer III of area 14c,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10746,809,ADHBA_Terminology_2016_All,DHBA:10197
layer IV of area 14c,A14c4,layer IV of area 14c,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10747,810,ADHBA_Terminology_2016_All,DHBA:10197
layer V of area 14c,A14c5,layer V of area 14c,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10748,811,ADHBA_Terminology_2016_All,DHBA:10197
layer VI of area 14c,A14c6,layer VI of area 14c,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10749,812,ADHBA_Terminology_2016_All,DHBA:10197
intermediate orbital frontal cortex,OFCi,intermediate orbital frontal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10198,813,ADHBA_Terminology_2016_All,DHBA:10194
rostral division of OFCi (area 11),A11,rostral division of OFCi (area 11),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10199,814,ADHBA_Terminology_2016_All,DHBA:10198
medial subdivision of area 11,A11m,medial subdivision of area 11,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10200,815,ADHBA_Terminology_2016_All,DHBA:10199
layer I of area 11m,A11m1,layer I of area 11m,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10750,816,ADHBA_Terminology_2016_All,DHBA:10200
layer II of area 11m,A11m2,layer II of area 11m,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10751,817,ADHBA_Terminology_2016_All,DHBA:10200
layer III of area 11m,A11m3,layer III of area 11m,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10752,818,ADHBA_Terminology_2016_All,DHBA:10200
layer IV of area 11m,A11m4,layer IV of area 11m,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10753,819,ADHBA_Terminology_2016_All,DHBA:10200
layer V of area 11m,A11m5,layer V of area 11m,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10754,820,ADHBA_Terminology_2016_All,DHBA:10200
layer VI of area 11m,A11m6,layer VI of area 11m,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10755,821,ADHBA_Terminology_2016_All,DHBA:10200
lateral subdivision of area 11,A11l,lateral subdivision of area 11,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10201,822,ADHBA_Terminology_2016_All,DHBA:10199
layer I of area 11l,A11l1,layer I of area 11l,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10756,823,ADHBA_Terminology_2016_All,DHBA:10201
layer II of area 11l,A11l2,layer II of area 11l,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10757,824,ADHBA_Terminology_2016_All,DHBA:10201
layer III of area 11l,A11l3,layer III of area 11l,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10758,825,ADHBA_Terminology_2016_All,DHBA:10201
layer IV of area 11l,A11l4,layer IV of area 11l,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10759,826,ADHBA_Terminology_2016_All,DHBA:10201
layer V of area 11l,A11l5,layer V of area 11l,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10760,827,ADHBA_Terminology_2016_All,DHBA:10201
layer VI of area 11l,A11l6,layer VI of area 11l,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10761,828,ADHBA_Terminology_2016_All,DHBA:10201
caudal division of OFCi (area 13),A13,caudal division of OFCi (area 13),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10202,829,ADHBA_Terminology_2016_All,DHBA:10198
medial subdivision of area 13,A13m,medial subdivision of area 13,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10203,830,ADHBA_Terminology_2016_All,DHBA:10202
layer I of area 13m,A13m1,layer I of area 13m,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10762,831,ADHBA_Terminology_2016_All,DHBA:10203
layer II of area 13m,A13m2,layer II of area 13m,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10763,832,ADHBA_Terminology_2016_All,DHBA:10203
layer III of area 13m,A13m3,layer III of area 13m,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10764,833,ADHBA_Terminology_2016_All,DHBA:10203
layer IV of area 13m,A13m4,layer IV of area 13m,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10765,834,ADHBA_Terminology_2016_All,DHBA:10203
layer V of area 13m,A13m5,layer V of area 13m,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10766,835,ADHBA_Terminology_2016_All,DHBA:10203
layer VI of area 13m,A13m6,layer VI of area 13m,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10767,836,ADHBA_Terminology_2016_All,DHBA:10203
lateral subdivision of area 13,A13l,lateral subdivision of area 13,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10204,837,ADHBA_Terminology_2016_All,DHBA:10202
layer I of area 13l,A13l1,layer I of area 13l,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10768,838,ADHBA_Terminology_2016_All,DHBA:10204
layer II of area 13l,A13l2,layer II of area 13l,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10769,839,ADHBA_Terminology_2016_All,DHBA:10204
layer III of area 13l,A13l3,layer III of area 13l,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10770,840,ADHBA_Terminology_2016_All,DHBA:10204
layer IV of area 13l,A13l4,layer IV of area 13l,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10771,841,ADHBA_Terminology_2016_All,DHBA:10204
layer V of area 13l,A13l5,layer V of area 13l,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10772,842,ADHBA_Terminology_2016_All,DHBA:10204
layer VI of area 13l,A13l6,layer VI of area 13l,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10773,843,ADHBA_Terminology_2016_All,DHBA:10204
lateral orbital frontal cortex (area 12/47),OFCl,lateral orbital frontal cortex (area 12/47),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10205,844,ADHBA_Terminology_2016_All,DHBA:10194
medial subdivision of area 12/47,A12/47m,medial subdivision of area 12/47,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10206,845,ADHBA_Terminology_2016_All,DHBA:10205
layer I of area 12/47m,A12/47m1,layer I of area 12/47m,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10774,846,ADHBA_Terminology_2016_All,DHBA:10206
layer II of area 12/47m,A12/47m2,layer II of area 12/47m,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10775,847,ADHBA_Terminology_2016_All,DHBA:10206
layer III of area 12/47m,A12/47m3,layer III of area 12/47m,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10776,848,ADHBA_Terminology_2016_All,DHBA:10206
layer IV of area 12/47m,A12/47m4,layer IV of area 12/47m,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10777,849,ADHBA_Terminology_2016_All,DHBA:10206
layer V of area 12/47m,A12/47m5,layer V of area 12/47m,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10778,850,ADHBA_Terminology_2016_All,DHBA:10206
layer VI of area 12/47m,A12/47m6,layer VI of area 12/47m,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10779,851,ADHBA_Terminology_2016_All,DHBA:10206
lateral subdivision of area 12/47,A12/47l,lateral subdivision of area 12/47,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10207,852,ADHBA_Terminology_2016_All,DHBA:10205
layer I of area 12/47l,A12/47l1,layer I of area 12/47l,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10780,853,ADHBA_Terminology_2016_All,DHBA:10207
layer II of area 12/47l,A12/47l2,layer II of area 12/47l,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10781,854,ADHBA_Terminology_2016_All,DHBA:10207
layer III of area 12/47l,A12/47l3,layer III of area 12/47l,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10782,855,ADHBA_Terminology_2016_All,DHBA:10207
layer IV of area 12/47l,A12/47l4,layer IV of area 12/47l,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10783,856,ADHBA_Terminology_2016_All,DHBA:10207
layer V of area 12/47l,A12/47l5,layer V of area 12/47l,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10784,857,ADHBA_Terminology_2016_All,DHBA:10207
layer VI of area 12/47l,A12/47l6,layer VI of area 12/47l,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10785,858,ADHBA_Terminology_2016_All,DHBA:10207
posterior frontal cortex (motor cortex),PoFC,posterior frontal cortex (motor cortex),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10162,859,ADHBA_Terminology_2016_All,DHBA:10161
"primary motor cortex (area M1, area 4)",M1C,"primary motor cortex (area M1, area 4)",ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10163,860,ADHBA_Terminology_2016_All,DHBA:10162
head and face region of M1,M1hf,head and face region of M1,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10164,861,ADHBA_Terminology_2016_All,DHBA:10163
layer I of area M1hf,M1hf1,layer I of area M1hf,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10786,862,ADHBA_Terminology_2016_All,DHBA:10164
layer II of area M1hf,M1hf2,layer II of area M1hf,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10787,863,ADHBA_Terminology_2016_All,DHBA:10164
layer III of area M1hf,M1hf3,layer III of area M1hf,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10788,864,ADHBA_Terminology_2016_All,DHBA:10164
layer V of area M1hf,M1hf5,layer V of area M1hf,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10789,865,ADHBA_Terminology_2016_All,DHBA:10164
layer VI of area M1hf,M1hf6,layer VI of area M1hf,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10790,866,ADHBA_Terminology_2016_All,DHBA:10164
upper limb region of M1,M1ul,upper limb region of M1,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10165,867,ADHBA_Terminology_2016_All,DHBA:10163
layer I of area M1ul,M1ul1,layer I of area M1ul,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10791,868,ADHBA_Terminology_2016_All,DHBA:10165
layer II of area M1ul,M1ul2,layer II of area M1ul,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10792,869,ADHBA_Terminology_2016_All,DHBA:10165
layer III of area M1ul,M1ul3,layer III of area M1ul,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10793,870,ADHBA_Terminology_2016_All,DHBA:10165
layer V of area M1ul,M1ul5,layer V of area M1ul,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10794,871,ADHBA_Terminology_2016_All,DHBA:10165
layer VI of area M1ul,M1ul6,layer VI of area M1ul,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10795,872,ADHBA_Terminology_2016_All,DHBA:10165
trunk region of M1,M1tr,trunk region of M1,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10166,873,ADHBA_Terminology_2016_All,DHBA:10163
layer I of area M1tr,M1tr1,layer I of area M1tr,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10796,874,ADHBA_Terminology_2016_All,DHBA:10166
layer II of area M1tr,M1tr2,layer II of area M1tr,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10797,875,ADHBA_Terminology_2016_All,DHBA:10166
